dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution_thousand_usd,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_thousand_usd,reconstruction_costs_adjusted_thousand_usd,insured_damages_thousand_usd,insured_damages_adjusted_thousand_usd,total_damages_thousand_usd,total_damages_adjusted_thousand_usd,cpi,adm_level,admin1_code,admin2_code,geo_locations
1906-0023-BEL,1906,0023,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,Louvain region,,,,,,,,,Km2,,,,,1906,5,14,1906,5,14,6,,,,,,,,,,,3.3232581812022,,,,
1906-0024-BEL,1906,0024,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Km2,,,,,1906,4,,1906,4,,,,,,,,,,,,,3.3232581812022,,,,
1909-0009-FRA,1909,0009,,Natural,Geophysical,Earthquake,Ground movement,,,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",,,,,,,,6,Richter,44.05,6.14,21:15,,1909,6,11,1909,6,11,46,,,,,,,,,,,3.3232581812022,,,,
1920-0005-DFR,1920,0005,,Natural,Hydrological,Flood,,,,Germany Fed Rep,DFR,Western Europe,Europe,Danube area,,,,,,,,,Km2,,,,,1920,8,,1920,8,,,,,,,,,,,20000,269919,7.4096349077176,,,,
1925-0007-DFR,1925,0007,,Natural,Hydrological,Flood,,,,Germany Fed Rep,DFR,Western Europe,Europe,Rhine area,,,,,,,,,Km2,,,,,1925,12,,1925,12,,,,,,,,,,,19000,292916,6.4865076351614,,,,
1926-0006-DFR,1926,0006,,Natural,Hydrological,Flood,,,,Germany Fed Rep,DFR,Western Europe,Europe,Rhine area,,,,,,,,,Km2,,,,,1926,6,,1926,6,,,,,,,,,,,31000,473423,6.5480494533318,,,,
1926-0020-FRA,1926,0020,,Natural,Hydrological,Landslide,Mudslide,,,France,FRA,Western Europe,Europe,Roquebillière (Alpes-Maritimes),,,,,No,No,,,,,,,,1926,11,24,1926,11,24,28,,,,,,,,,,,6.5480494533318,2,,16321,Alpes-maritimes (Adm2).
1928-0022-BEL,1928,0022,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Km2,,,,,1928,,,1928,,,,,6000,,6000,,,,,,,6.3511156351865,,,,
1929-0002-DFR,1929,0002,,Natural,Meteorological,Storm,Convective storm,Hail,,Germany Fed Rep,DFR,Western Europe,Europe,"Bavaria, Baden-Wurtemberg",,,,,,,,,Kph,,,,,1929,7,,1929,7,,,,,,,,,,,55000,865990,6.3511156351865,,,,
1930-0013-BEL,1930,0013,,Natural,Meteorological,Storm,,,,Belgium,BEL,Western Europe,Europe,Meuse Valley,,,,,No,No,,,Kph,,,,,1930,12,2,1930,12,2,60,,,,,,,,,,,6.1787985443093,,,,
1930-0027-FRA,1930,0027,,Natural,Hydrological,Landslide,,,,France,FRA,Western Europe,Europe,"Lyon (Rhone) - Colline des Balmes, quartier Saint-Jean",,,,,No,No,,,,,,,,1930,11,13,1930,11,13,40,,,,,,,,,,,6.1787985443093,2,,16332,Rhone (Adm2).
1932-0013-FRA,1932,0013,,Natural,Hydrological,Landslide,,,,France,FRA,Western Europe,Europe,"Lyon (Rhone), cours d'Herbouville",,,,,No,No,,,,,,,,1932,5,8,1932,5,8,30,,,,,,,,,,,5.0464290899737,2,,16332,Rhone (Adm2).
1945-0009-BEL,1945,0009,,Natural,Biological,Epidemic,Viral disease,,Polio,Belgium,BEL,Western Europe,Europe,"Liege's province, Bruxelles",,,,,,,,,Vaccinated,,,,,1945,1,,1945,1,,,,104,,104,,,,,,,6.6588247260385,,,,
1949-0027-FRA,1949,0027,,Natural,Climatological,Wildfire,,,,France,FRA,Western Europe,Europe,Landes,,,,,No,No,,,Km2,,,,,1949,8,,1949,8,,80,,,,,,,,,,,8.8004799983688,,,,
1951-0029-CHE,1951,0029,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,,,,,,1951,2,,1951,2,,92,,,,,,,,,20000,208322,9.6005236345842,,,,
1952-0034-AUT,1952,0034,,Natural,Hydrological,Landslide,,,,Austria,AUT,Western Europe,Europe,,,,,,,,,,,,,,,1952,12,,1952,12,,28,,,,,,,,,,,9.8220741799977,,,,
1953-0025-BEL,1953,0025,,Natural,Hydrological,Flood,Coastal flood,,,Belgium,BEL,Western Europe,Europe,Ostende,,,,,,,,,Km2,,,,,1953,1,31,1953,1,31,11,,350,,350,,,,,,,9.8959243618021,,,,
1953-0015-DFR,1953,0015,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany Fed Rep,DFR,Western Europe,Europe,Bavaria,,,,,,,,,Kph,,,,,1953,7,,1953,7,,,,,,,,,,,25000,252629,9.8959243618021,,,,
1954-0003-AUT,1954,0003,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,Dalaas,,,,,,,,,,,,,,1954,1,11,1954,1,11,10,,,,,,,,,,,9.9328494527043,,,,
1954-0004-AUT,1954,0004,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,"Blons, Langen Valley",,,,,,,,,,,,,,1954,1,12,1954,1,12,200,,380,,380,,,,,,,9.9328494527043,,,,
1956-0028-BEL,1956,0028,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,Verviers,,,,,,,,,Km2,,,,,1956,5,29,1956,5,29,4,,,,,,,,,,,10.0318740432976,,,,
1958-0039-FRA,1958,0039,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Gard, Hérault",,,,,No,No,,,Km2,,,,,1958,9,30,1958,10,4,35,,,,,,,,,,,10.6500240542314,,,,
1961-0058-FRA,1961,0058,,Natural,Hydrological,Landslide,,,,France,FRA,Western Europe,Europe,Clamart (Hauts-de-Seine),,,,,No,No,,,,,,,,1961,6,1,1961,6,1,21,,,,,,,,,,,11.0313667176908,2,,16279,Hauts-de-Seine (Adm2).
1962-0003-DFR,1962,0003,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany Fed Rep,DFR,Western Europe,Europe,"Hamburg, North Sea",,,,,No,No,,,Kph,,,,,1962,2,,1962,2,,347,,,,,,,,,6e+05,5374604,11.1636125082004,,,,
1963-0055-BEL,1963,0055,,Natural,Meteorological,Extreme temperature,Cold wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,-22,°C,,,,,1963,,,1963,,,12,,,,,,,,,,,11.3019986879511,,,,
1965-0051-CHE,1965,0051,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Saas-Fee,,,,,,,,,,,,,,1965,8,30,1965,8,30,90,,,,,,,,,,,11.6279903783075,,,,
1967-0108-BEL,1967,0108,,Natural,Meteorological,Storm,Convective storm,Tornado,,Belgium,BEL,Western Europe,Europe,"Oostmalle, Ypres region",,,,,,,,,Kph,,,,,1967,6,25,1967,6,25,,100,,,100,,,,,,,12.3107281871857,,,,
1967-0041-FRA,1967,0041,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,North,,,,,No,No,,,Kph,,,,,1967,6,25,1967,6,25,5,,,,,,,,,20000,162460,12.3107281871857,,,,
1967-0131-FRA,1967,0131,,Natural,Geophysical,Earthquake,Ground movement,,,France,FRA,Western Europe,Europe,"Arette, Lanne, Montory, Aramits, Haux, Sunhar (Pyrénées-Atlantiques)",,,,,,,,5,Richter,43.2,-0.5,23:07,,1967,8,13,1967,8,13,1,80,,1020,1100,,,,,,,12.3107281871857,,,,
1968-0027-CHE,1968,0027,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Alps,,,,,,,,,,,,,,1968,1,28,1968,1,28,20,,22,,22,,,,,,,12.8366149136235,,,,
1968-0056-DFR,1968,0056,,Natural,Meteorological,Storm,Convective storm,Tornado,,Germany Fed Rep,DFR,Western Europe,Europe,P Forzheim,,,,,,,,,Kph,,,,,1968,7,10,1968,7,10,2,,,,,,,,,31000,241497,12.8366149136235,,,,
1969-0074-FRA,1969,0074,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Brittany, Normandy",,,,,,,,,Kph,,,,,1969,7,6,1969,7,6,23,,,,,,,,,,,13.5378001312049,,,,
1970-0018-CHE,1970,0018,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Reckingen,,,,,,,,,,,,,,1970,2,24,1970,2,24,30,,48,,48,,,,,,,14.3281696916685,,,,
1970-0016-FRA,1970,0016,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,Val d'Isere,,,,,,,,,,,,,,1970,2,10,1970,2,10,42,37,,,37,,,,,,,14.3281696916685,,,,
1970-0027-FRA,1970,0027,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,"Plateau d'Assy, St Gervais (Haute-savoie), sanatorium Praz-coutant",,,,,No,No,,,,,,,,1970,4,16,1970,4,16,72,,,,,,,,,,,14.3281696916685,2,,16329,Haute-Savoie (Adm2).
1971-0119-BEL,1971,0119,,Natural,Hydrological,Flood,Flash flood,,,Belgium,BEL,Western Europe,Europe,Bassenge,,,,,,,,,Km2,,,,,1971,8,26,1971,8,26,,,600,,600,,,,,,,14.9432495079816,,,,
1972-0142-BEL,1972,0142,,Natural,Meteorological,Storm,,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Kph,,,,,1972,11,,1972,11,,,,,,,,,,,,,15.4322326700197,,,,
1972-0061-DFR,1972,0061,,Natural,Meteorological,Storm,,,,Germany Fed Rep,DFR,Western Europe,Europe,Lower Saxony,,,,,,,,,Kph,,,,,1972,11,12,1972,11,12,54,,,,,,,,,420000,2721576,15.4322326700197,,,,
1974-0043-DFR,1974,0043,,Natural,Meteorological,Storm,,,,Germany Fed Rep,DFR,Western Europe,Europe,"Lower Saxony,Bavaria",,,,,,,,,Kph,,,,,1974,8,,1974,8,,,,,,,,,,,22000,120899,18.196991034332,,,,
1975-0026-AUT,1975,0026,,Natural,Hydrological,Landslide,,,,Austria,AUT,Western Europe,Europe,Alps,,,,,,,,,,,,,,1975,4,,1975,4,,15,,,,,,,,,,,19.8607741089,,,,
1975-0024-CHE,1975,0024,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Alps,,,,,,,,,,,,,,1975,4,,1975,4,,13,,,,,,,,,,,19.8607741089,,,,
1976-0177-AUT,1976,0177,,Natural,Meteorological,Storm,,,,Austria,AUT,Western Europe,Europe,,,,,,,,,,Kph,,,,,1976,1,,1976,1,,,,,,,,,,,,,21.0017319046578,,,,
1976-9162-BEL,1976,9162,,Natural,Climatological,Drought,Drought,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Km2,,,,,1976,7,,1976,,,,,,,,,,,,,,21.0017319046578,,,,
1976-0161-BEL,1976,0161,,Natural,Meteorological,Storm,,,,Belgium,BEL,Western Europe,Europe,Ruisbroek,,,,,,,,,Kph,,,,,1976,1,2,1976,1,2,,,,,,,,,,,,21.0017319046578,,,,
1976-0179-CHE,1976,0179,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,Kph,,,,,1976,1,,1976,1,,,,,,,,,,,,,21.0017319046578,,,,
1976-0018-DFR,1976,0018,,Natural,Meteorological,Storm,,,Capella,Germany Fed Rep,DFR,Western Europe,Europe,,,,,,,,,,Kph,,,,,1976,1,2,1976,1,2,82,,,,,,,,,1300000,6189966,21.0017319046578,,,,
1976-0178-FRA,1976,0178,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1976,1,,1976,1,,,,,,,,,,,,,21.0017319046578,,,,
1977-0209-CHE,1977,0209,,Natural,Hydrological,Flood,,,,Switzerland,CHE,Western Europe,Europe,Uri canton,,,,,,,,,Km2,,,,,1977,7,,1977,7,,,,,,,,,,,,,22.367198775421,,,,
1977-0084-FRA,1977,0084,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,Gers (South West),Heavy rains,,,,No,No,,,Km2,,,,Lannemazan,1977,7,8,1977,7,8,26,,25000,,25000,,,,,,,22.367198775421,,,,
1978-0113-DFR,1978,0113,,Natural,Geophysical,Earthquake,Ground movement,,,Germany Fed Rep,DFR,Western Europe,Europe,Swabian Alb,,,,,,,,6,Richter,48.29,9.01,06:08,,1978,9,3,1978,9,3,,35,,200,235,,,,,150000,623078,24.0740345506232,,,,
1978-0062-DFR,1978,0062,,Natural,Hydrological,Flood,Riverine flood,,,Germany Fed Rep,DFR,Western Europe,Europe,South,,,,,,,,,Km2,,,,,1978,5,,1978,5,,2,,,,,,,,,330000,1370771,24.0740345506232,,,,
1978-0010-FRA,1978,0010,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Marseilles,,,,,,,,,Km2,,,,,1978,1,,1978,1,,3,,1000,,1000,,,,,,,24.0740345506232,,,,
1953-0007-NLD,1953,0007,,Natural,Hydrological,Flood,Coastal flood,,,Netherlands (the),NLD,Western Europe,Europe,"Zeeland, South Holland and North Brabant .largest floodings on Schouwen-Duiveland, Tholen, Sint Philipsland, Goeree-Overflakkee, the Hoeksche Waard, Voorne-Putten and Alblasserwaard. Parts of Zuid-Beveland, Noord-Beveland, IJselmonde, Pernis, Rozenburg, Walcheren and Land van Altena, Willemstad, Nieuw-Vossemeer, Zeeuws-Vlaanderenwere flooded.",Storm and wave surge,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1953,1,31,1953,1,31,2000,,3e+05,,3e+05,,,,,3e+05,3031551,9.8959243618021,,,,
1972-0141-NLD,1972,0141,,Natural,Meteorological,Storm,,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1972,11,12,1972,11,13,,,,,,,,,,,,15.4322326700197,,,,
1976-0175-NLD,1976,0175,,Natural,Meteorological,Storm,,,Capella,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1976,1,2,1976,1,4,,,,,,,,,,,,21.0017319046578,,,,
1979-0014-DFR,1979,0014,,Natural,Meteorological,Extreme temperature,Cold wave,,,Germany Fed Rep,DFR,Western Europe,Europe,North,,,,,,,,,°C,,,,,1979,1,,1979,1,,,,,,,,,,,80000,298692,26.7834419418325,,,,
1979-0259-FRA,1979,0259,,Natural,Geophysical,Earthquake,Tsunami,,,France,FRA,Western Europe,Europe,Cote d'Azur,Landslide,,,,No,No,,,Richter,43.70 N,7.25 E,,,1979,10,16,1979,10,16,11,2,,,2,,,,,,,26.7834419418325,,,,
1980-0233-AUT,1980,0233,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,Styria province (South regions),,,,,,,,,Km2,,,,,1980,10,13,1980,10,13,,,,,,,,,,,,30.4123857424011,,,,
1980-0237-FRA,1980,0237,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,Central Region,,,,,,,,,Km2,,,,,1980,9,21,1980,9,21,6,13,300,,313,,,,,,,30.4123857424011,,,,
1981-0212-AUT,1981,0212,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Austria,AUT,Western Europe,Europe,Donau regions,,,,,,,,,Kph,,,,,1981,7,19,1981,7,19,,,,,,,,,,,,33.5554165755522,,,,
1981-0217-FRA,1981,0217,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Gironde, Lot-Et-Garonne departments",,,,,,,,,Km2,,,,,1981,12,20,1981,12,20,,,,,,,,,,,,33.5554165755522,,,,
1982-9303-FRA,1982,9303,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,"Corsica, Var",,Heat wave,Wildfire,,,,,,Km2,,,,,1982,7,,1982,,,,,,,,,,,,,,35.6128405860485,,,,
1982-0299-AUT,1982,0299,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,Western regions,,,,,,,,,Km2,,,,,1982,5,18,1982,5,18,,,,,,,,,,,,35.6128405860485,,,,
1982-0298-AUT,1982,0298,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,Near Salzburg,,,,,,,,,,,,,,1982,2,,1982,2,,12,,,,,,,,,,,35.6128405860485,,,,
1982-0084-CHE,1982,0084,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,Ticino canton,,,,,,,,,Kph,,,,,1982,7,,1982,7,,,,,,,,,,,1000,2808,35.6128405860485,,,,
1982-0302-FRA,1982,0302,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,French Alps,,,,,,,,,,,,,,1982,3,15,1982,3,15,13,,,,,,,,,,,35.6128405860485,,,,
1982-0305-FRA,1982,0305,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,Val d'Isere,,,,,,,,,,,,,,1982,12,5,1982,12,5,3,,,,,,,,,,,35.6128405860485,,,,
1982-0304-FRA,1982,0304,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,South-East departments,,,,,,,,150,Km2,,,,,1982,8,24,1982,8,24,2,18,,,18,,,,,,,35.6128405860485,,,,
1982-0119-FRA,1982,0119,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Seine, Saone, Charente, Loire departments",,,,,No,No,,,Kph,,,,,1982,11,6,1982,11,9,12,,,,,,,,,350000,982792,35.6128405860485,,,,
1982-0336-FRA,1982,0336,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1982,1,15,1982,1,15,,,,,,,,,,,,35.6128405860485,,,,
1983-0336-AUT,1983,0336,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,Southeastern area,,,,,,,,,Km2,,,,,1983,9,22,1983,9,22,,,,,,,,,,,,36.7568773234201,,,,
1983-0146-BEL,1983,0146,,Natural,Geophysical,Earthquake,Ground movement,,,Belgium,BEL,Western Europe,Europe,Seraing (Liège),,,,,,,,5,Richter,50.37,5.31,01:49,,1983,11,8,1983,11,8,2,30,1000,,1030,,,,,50000,136029,36.7568773234201,,,,
1983-0387-CHE,1983,0387,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Switzerland,CHE,Western Europe,Europe,"Grisons, Valais regions",,,,,,,,,Kph,,,,,1983,1,15,1983,1,15,,,140,,140,,,,,,,36.7568773234201,,,,
1983-0104-CHE,1983,0104,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,Kph,,,,,1983,8,,1983,8,,,,,,,,,,,1000,2721,36.7568773234201,,,,
1983-0388-CHE,1983,0388,,Natural,Hydrological,Flood,,,,Switzerland,CHE,Western Europe,Europe,"Tessin, Locarno, Sopraceneri region",,,,,,,,,Km2,,,,,1983,5,16,1983,5,16,,,,,,,,,,,,36.7568773234201,,,,
1983-0350-DFR,1983,0350,,Natural,Climatological,Wildfire,Forest fire,,,Germany Fed Rep,DFR,Western Europe,Europe,Basse-Saxe,,,,,,,,,Km2,,,,,1983,7,25,1983,7,25,,,,,,,,,,,,36.7568773234201,,,,
1983-0349-DFR,1983,0349,,Natural,Hydrological,Flood,,,,Germany Fed Rep,DFR,Western Europe,Europe,"Cologne, Bonn, Koblenz",,,,,,,,,Km2,,,,,1983,5,31,1983,5,31,,12,,,12,,,,,,,36.7568773234201,,,,
1983-0346-FRA,1983,0346,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Central, South-West regions",,,,,,,,,Kph,,,,,1983,7,26,1983,7,26,11,,,,,,,,,,,36.7568773234201,,,,
1983-0343-FRA,1983,0343,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"North, East",,,,,No,No,,,Km2,,,,,1983,3,,1983,5,,18,12,200,,212,,,,,604000,1643230,36.7568773234201,,,,
1983-0342-FRA,1983,0342,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,"Mont Blanc, Pyrenees",,,,,,,,,,,,,,1983,2,27,1983,2,27,9,15,,,15,,,,,,,36.7568773234201,,,,
1983-0344-FRA,1983,0344,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,Chamonix,,,,,,,,,,,,,,1983,7,9,1983,7,9,5,5,,,5,,,,,,,36.7568773234201,,,,
1983-0208-FRA,1983,0208,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,,,,,,,,,,Km2,,,,,1983,8,,1983,8,,12,,,,,,,,,,,36.7568773234201,,,,
1983-0103-FRA,1983,0103,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Basque region,,,,,,,,,Km2,,,,,1983,8,,1983,8,,,,,,,,,,,5500,14963,36.7568773234201,,,,
1983-0341-FRA,1983,0341,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1983,2,,1983,2,,,,,,,,,,,,,36.7568773234201,,,,
1983-0345-FRA,1983,0345,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Alsace,,,,,,,,,Km2,,,,,1983,5,28,1983,5,28,,,3500,,3500,,,,,,,36.7568773234201,,,,
1984-0063-DFR,1984,0063,,Natural,Meteorological,Storm,Convective storm,Hail,,Germany Fed Rep,DFR,Western Europe,Europe,Münich (Bavaria),,Hail,,,No,No,,144,Kph,,,,,1984,7,12,1984,7,12,3,250,,,250,,,480000,1252034,950000,2477983,38.3376251913405,,,,
1984-0174-AUT,1984,0174,,Natural,Meteorological,Storm,Convective storm,Hail,,Austria,AUT,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,7,12,1984,7,12,12,,,,,,,,,,,38.3376251913405,,,,
1984-0243-AUT,1984,0243,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,Swiss border,,,,,,,,,,,,,,1984,2,9,1984,2,9,30,,,,,,,,,,,38.3376251913405,,,,
1984-0245-BEL,1984,0245,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,11,21,1984,11,21,,,,,,,,,,,,38.3376251913405,,,,
1984-0065-CHE,1984,0065,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,7,25,1984,7,25,,,,,,,,,,9600,25041,38.3376251913405,,,,
1984-0259-DDR,1984,0259,,Natural,Meteorological,Storm,,,,Germany Dem Rep,DDR,Western Europe,Europe,East Berlin,,,,,,,,,Kph,,,,,1984,1,,1984,1,,,,,,,,,,,,,38.3376251913405,,,,
1984-0261-DDR,1984,0261,,Natural,Meteorological,Storm,,,,Germany Dem Rep,DDR,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,7,,1984,7,,,,,,,,,,,,,38.3376251913405,,,,
1984-0247-DFR,1984,0247,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany Fed Rep,DFR,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,11,22,1984,11,22,,,,,,,,,,,,38.3376251913405,,,,
1984-0061-FRA,1984,0061,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1984,7,11,1984,7,11,4,,,,,,,,,,,38.3376251913405,,,,
1984-0258-FRA,1984,0258,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,11,21,1984,11,21,,,,,,,,,,,,38.3376251913405,,,,
1984-0257-FRA,1984,0257,,Natural,Meteorological,Storm,Tropical cyclone,,Hortense,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,10,5,1984,10,5,,,,,,,,,,,,38.3376251913405,,,,
1984-0254-FRA,1984,0254,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Northwest, Southern",,,,,,,,,Km2,,,,,1984,4,25,1984,4,25,,,,,,,,,,,,38.3376251913405,,,,
1984-0256-FRA,1984,0256,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,Southern,,,,,,,,,Km2,,,,,1984,7,12,1984,7,12,,,,,,,,,,,,38.3376251913405,,,,
1985-0245-AUT,1985,0245,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,"Tyrol, Salzburg provinces",,,,,,,,15150,Km2,,,,,1985,8,7,1985,8,7,12,,,,,,,,,,,39.696934178876,,,,
1985-0177-BEL,1985,0177,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,Kph,,,,,1985,8,,1985,8,,,,,,,,,,,,,39.696934178876,,,,
1985-0246-BEL,1985,0246,,Natural,Meteorological,Extreme temperature,Cold wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,°C,,,,,1985,1,,1985,1,,,,,,,,,,,,,39.696934178876,,,,
1985-0099-CHE,1985,0099,,Natural,Meteorological,Storm,Convective storm,Hail,,Switzerland,CHE,Western Europe,Europe,Fribourg,,,,,,,,,Kph,,,,,1985,8,15,1985,8,15,,,,,,,,,,2000,5038,39.696934178876,,,,
1985-0189-DDR,1985,0189,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany Dem Rep,DDR,Western Europe,Europe,,,,,,,,,,Kph,,,,,1985,8,,1985,8,,,,,,,,,,,,,39.696934178876,,,,
1985-0179-DFR,1985,0179,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany Fed Rep,DFR,Western Europe,Europe,,,,,,,,,,Kph,,,,,1985,8,,1985,8,,,,,,,,,,,,,39.696934178876,,,,
1985-0175-FRA,1985,0175,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1985,8,,1985,8,,,,,,,,,,,,,39.696934178876,,,,
1985-0251-FRA,1985,0251,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,Countrywide,,,,,No,No,,,°C,,,,,1985,1,15,1985,1,30,,,,,,,,132300,333275,,,39.696934178876,,,,
1985-0087-FRA,1985,0087,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"South, Corsica",,,,,,,,45,Km2,,,,,1985,8,,1985,8,,6,130,,,130,,,,,,,39.696934178876,,,,
1986-0094-CHE,1986,0094,,Natural,Meteorological,Storm,Convective storm,Hail,,Switzerland,CHE,Western Europe,Europe,"Geneva, Lucerne, Berne",,,,,No,No,,,Kph,,,,,1986,8,,1986,8,,,,,,,,,82300,203459,105000,259577,40.4504089219331,,,,
1986-0149-CHE,1986,0149,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,151,Kph,,,,,1986,10,20,1986,10,20,,,,,,,,,,,,40.4504089219331,,,,
1986-0083-FRA,1986,0083,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Languedoc, Roussillon, Provence, Cote d'Azur",,,,,,,,40,Km2,,,,,1986,7,24,1986,7,24,5,,2000,,2000,,,,,,,40.4504089219331,,,,
